Country,Year,Suicides number,Life expectancy,Adult Mortality,Infant deaths,Alcohol,Under-five deaths,HIV/AIDS,GDP,Population,Income composition of resources,Schooling
Republic of Moldova,2014,581.0,71.8,162.0,1,9.99,1,0.1,66346.52267,3362985.0,0.855,13.4
Republic of Moldova,2015,556.0,72.1,157.0,1,9.99,1,0.1,66346.52267,3362560.0,0.855,13.4
Romania,2000,2836.0,77.0,175.0,4,10.16,5,0.1,1668.162731,22442971.0,0.703,11.5
Romania,2001,2720.0,78.0,179.0,4,9.78,5,0.1,1839.72945,2213197.0,0.708,11.7
Romania,2002,3067.0,77.0,178.0,4,9.62,5,0.1,2124.873613,2173496.0,0.714,12.0
Romania,2003,2894.0,71.1,174.0,4,8.78,4,0.1,2774.95586,21574326.0,0.722,12.5
Romania,2004,2720.0,71.7,165.0,4,9.82,4,0.1,3552.92452,21451748.0,0.733,12.9
Romania,2005,2603.0,71.9,162.0,3,7.68,4,0.1,4676.315183,21319685.0,0.745,13.4
Romania,2006,2721.0,72.5,157.0,3,8.51,4,0.1,5828.745662,2119376.0,0.755,13.7
Romania,2007,2430.0,72.9,154.0,3,10.6,3,0.1,8214.185378,2882982.0,0.766,14.1
Romania,2008,2472.0,73.1,159.0,2,11.9,3,0.1,1136.47356,2537875.0,0.78,14.7
Romania,2009,2586.0,73.1,158.0,2,10.4,3,0.1,822.18329,2367487.0,0.795,15.4
Romania,2010,2766.0,73.4,153.0,2,9.0,2,0.1,8297.483621,2246871.0,0.797,15.8
Romania,2011,2536.0,74.3,139.0,2,9.1,2,0.1,92.277825,2147528.0,0.798,15.7
Romania,2012,2495.0,74.4,138.0,2,9.58,2,0.1,8558.39766,25835.0,0.797,15.3
Romania,2013,2407.0,74.6,138.0,2,9.59,2,0.1,9585.266593,19983693.0,0.794,14.7
Romania,2014,2209.0,74.8,135.0,2,0.01,2,0.1,12.27733,1998979.0,0.797,14.7
Romania,2015,2228.0,75.0,133.0,2,0.01,2,0.1,8958.788593,19815481.0,0.798,14.7
Russian Federation,2000,56619.0,65.0,37.0,22,10.18,26,0.2,1771.58662,146596557.0,0.709,12.1
Russian Federation,2001,56958.0,65.1,38.0,21,10.47,25,0.3,21.362386,14597683.0,0.72,12.5
Russian Federation,2002,55024.0,64.8,313.0,20,10.87,24,0.3,2375.5944,1453646.0,0.727,12.8
Russian Federation,2003,51445.0,64.6,322.0,20,11.32,22,0.4,2975.132778,144648257.0,0.733,13.2
Russian Federation,2004,49096.0,64.9,321.0,19,11.5,21,0.3,412.372294,1446754.0,0.741,13.6
Russian Federation,2005,45802.0,65.0,327.0,18,11.57,20,0.3,5323.473877,143518523.0,0.748,13.7
Russian Federation,2006,42614.0,66.4,3.0,17,11.79,20,0.3,692.194398,14349528.0,0.754,13.8
Russian Federation,2007,41149.0,67.3,282.0,16,12.19,19,0.3,911.25385,1428588.0,0.761,13.8
Russian Federation,2008,38211.0,67.5,278.0,16,12.04,18,0.3,11635.2637,14274235.0,0.769,13.9
Russian Federation,2009,37408.0,68.2,261.0,15,11.21,18,0.3,8562.89598,142785342.0,0.776,14.0
Russian Federation,2010,33356.0,68.4,256.0,15,11.05,17,0.2,1674.98771,142849449.0,0.773,13.7
Russian Federation,2011,31038.0,69.4,242.0,14,11.04,17,0.3,14212.687,14296868.0,0.785,14.0
Russian Federation,2012,29643.0,69.6,237.0,14,10.99,16,0.3,15154.45687,14321676.0,0.792,14.3
Russian Federation,2013,28690.0,70.0,229.0,14,10.58,16,0.2,15543.67653,14356911.0,0.799,14.6
Russian Federation,2014,26541.0,73.0,225.0,13,10.12,15,0.1,14125.961,143819666.0,0.803,14.9
Russian Federation,2015,25432.0,75.0,222.0,13,10.12,15,0.1,9329.298351,1449687.0,0.805,15.0
Saint Lucia,2000,14.0,71.6,183.0,0,11.69,0,0.4,9329.298351,141100.0,0.0,12.8
Saint Lucia,2001,7.0,71.8,178.0,0,12.03,0,0.3,9329.298351,143166.0,0.684,12.6
Saint Lucia,2002,12.0,72.0,174.0,0,11.85,0,0.1,9329.298351,145168.0,0.681,12.5
Saint Lucia,2003,10.0,72.2,171.0,0,12.55,0,0.2,9329.298351,147127.0,0.684,12.4
Saint Lucia,2004,8.0,72.6,166.0,0,11.93,0,0.2,9329.298351,149121.0,0.686,12.3
Saint Lucia,2005,4.0,73.1,16.0,0,12.32,0,0.2,9329.298351,151169.0,0.689,12.2
Saint Lucia,2006,2.0,73.5,155.0,0,13.45,0,0.1,9329.298351,153460.0,0.694,12.4
Saint Lucia,2008,0.0,74.1,149.0,0,12.09,0,0.1,9329.298351,157876.0,0.71,12.6
Saint Lucia,2009,13.0,74.3,147.0,0,11.09,0,0.1,9329.298351,159820.0,0.717,12.7
Saint Lucia,2010,4.0,74.2,147.0,0,10.87,0,0.1,9329.298351,161503.0,0.724,12.8
Saint Lucia,2011,8.0,74.6,143.0,0,10.43,0,0.1,9329.298351,162892.0,0.733,12.9
Saint Lucia,2012,10.0,74.7,142.0,0,9.99,0,0.1,9329.298351,163940.0,0.735,13.0
Saint Lucia,2013,14.0,74.8,141.0,0,9.73,0,0.1,9329.298351,164790.0,0.734,13.1
Saint Lucia,2014,14.0,75.0,139.0,0,9.97,0,0.1,9329.298351,165596.0,0.723,13.1
Serbia,2000,1543.0,72.6,141.0,1,7.38,2,0.1,87.1365252,7516346.0,0.702,13.0
Serbia,2001,1442.0,73.1,135.0,1,7.53,1,0.1,1634.87561,753433.0,0.709,13.1
Serbia,2002,1446.0,72.9,133.0,1,6.95,1,0.1,2149.9944,7496522.0,0.715,13.2
Serbia,2003,1378.0,73.0,134.0,1,7.25,1,0.1,2832.49652,748591.0,0.715,13.0
Serbia,2004,1345.0,73.0,134.0,1,7.42,1,0.1,3331.228766,7463157.0,0.72,13.1
Serbia,2005,1437.0,73.0,135.0,1,9.6,1,0.1,3528.1318,744769.0,0.73,13.2
Serbia,2006,1443.0,73.6,133.0,1,8.58,1,0.1,4129.758741,7411569.0,0.739,13.4
Serbia,2007,1353.0,73.8,132.0,1,9.3,1,0.1,5458.121718,7381579.0,0.743,13.5
Serbia,2008,1289.0,74.0,132.0,1,9.54,1,0.1,671.773913,735222.0,0.749,13.5
Serbia,2009,1373.0,74.1,131.0,1,9.85,1,0.1,5821.35397,73287.0,0.754,13.6
Serbia,2010,1207.0,74.4,128.0,1,9.65,1,0.1,5411.87744,7291436.0,0.755,13.6
Serbia,2011,1256.0,74.6,127.0,1,9.56,1,0.1,6423.291783,723499.0,0.757,13.5
Serbia,2012,1243.0,74.9,126.0,1,9.38,1,0.1,5659.3824,719977.0,0.767,14.0
Serbia,2013,1197.0,75.3,122.0,1,9.16,1,0.1,6353.826383,7164132.0,0.766,14.1
Serbia,2014,1134.0,75.4,123.0,1,9.09,1,0.1,62.173221,713576.0,0.771,14.3
Serbia,2015,1062.0,75.6,121.0,1,9.09,1,0.1,5237.255334,795383.0,0.775,14.4
Seychelles,2001,6.0,72.0,187.0,0,6.72,0,0.1,7663.1378,8122.0,0.714,12.2
Seychelles,2002,5.0,72.1,186.0,0,11.15,0,0.1,8331.261997,83723.0,0.712,12.1
Seychelles,2003,8.0,72.1,185.0,0,7.41,0,0.1,8524.961236,82781.0,0.713,12.1
Seychelles,2004,6.0,72.1,186.0,0,7.91,0,0.1,1176.65871,82475.0,0.715,12.3
Seychelles,2005,5.0,72.2,185.0,0,7.82,0,0.1,1192.5174,82858.0,0.712,12.1
Seychelles,2006,8.0,72.2,185.0,0,8.12,0,0.1,1214.39987,846.0,0.728,13.1
Seychelles,2007,6.0,72.2,185.0,0,8.12,0,0.1,12154.82994,8533.0,0.733,13.1
Seychelles,2008,4.0,72.2,184.0,0,6.33,0,0.1,11122.8627,86956.0,0.739,13.2
Seychelles,2009,4.0,72.3,182.0,0,4.94,0,0.1,976.9566,87298.0,0.739,13.2
Seychelles,2010,6.0,72.4,18.0,0,6.51,0,0.1,184.68447,8977.0,0.74,13.2
Seychelles,2011,5.0,72.6,177.0,0,9.72,0,0.1,12189.9516,87441.0,0.744,13.3
Seychelles,2012,3.0,72.7,174.0,0,0.01,0,0.1,12845.17363,8833.0,0.755,13.5
Seychelles,2013,9.0,72.9,172.0,0,0.01,0,0.1,15687.34795,89949.0,0.762,13.5
Seychelles,2014,4.0,73.0,17.0,0,0.01,0,0.1,1557.77892,91359.0,0.766,13.2
Seychelles,2015,7.0,73.2,168.0,0,0.01,0,0.1,1539.464,93419.0,0.781,14.1
Singapore,2000,309.0,78.3,78.0,0,2.03,0,0.1,23792.677,3047600.0,0.81,12.5
Singapore,2001,305.0,78.7,76.0,0,2.08,0,0.1,21577.7823,3103000.0,0.82,12.7
Singapore,2002,321.0,79.0,74.0,0,2.16,0,0.1,2216.83279,3165200.0,0.818,12.6
Singapore,2003,320.0,79.3,73.0,0,1.43,0,0.1,23573.6284,3226200.0,0.819,12.7
Singapore,2004,335.0,79.7,71.0,0,1.45,0,0.1,2745.27136,3281400.0,0.82,12.7
Singapore,2005,359.0,82.0,69.0,0,1.49,0,0.1,29869.85398,3342400.0,0.821,12.6
Singapore,2006,372.0,87.0,66.0,0,1.55,0,0.1,33579.85948,3411900.0,0.839,13.9
Singapore,2007,328.0,81.1,65.0,0,1.6,0,0.1,39223.58187,3389600.0,0.873,14.1
Singapore,2008,319.0,81.4,64.0,0,1.7,0,0.1,39721.4818,3448900.0,0.88,14.2
Singapore,2009,349.0,81.7,62.0,0,1.73,0,0.1,38577.55822,3536100.0,0.887,14.4
Singapore,2010,296.0,82.0,61.0,0,1.84,0,0.1,46569.67951,3576800.0,0.889,14.5
Singapore,2011,308.0,82.2,6.0,0,1.8,0,0.1,53166.67581,3600900.0,0.911,15.2
Singapore,2012,392.0,82.5,59.0,0,1.89,0,0.1,54431.16199,3631600.0,0.917,15.4
Singapore,2013,357.0,82.7,57.0,0,1.83,0,0.1,5629.18914,3661456.0,0.92,15.4
Singapore,2014,355.0,82.9,56.0,0,1.83,0,0.1,56336.7234,3689370.0,0.922,15.4
Singapore,2015,329.0,83.1,55.0,0,1.79,0,0.1,53629.73746,3719115.0,0.924,15.4
Slovakia,2000,729.0,73.0,147.0,0,11.06,1,0.1,53629.73746,5111813.0,0.761,13.0
Slovakia,2001,692.0,73.3,145.0,0,10.73,1,0.1,53629.73746,5100256.0,0.763,13.3
Slovakia,2002,717.0,73.7,145.0,0,10.78,0,0.1,53629.73746,5107584.0,0.763,13.3
Slovakia,2003,753.0,73.8,144.0,0,9.85,0,0.1,53629.73746,5113982.0,0.771,13.6
Slovakia,2004,676.0,74.1,138.0,0,10.03,0,0.1,53629.73746,5121210.0,0.776,13.8
Slovakia,2005,679.0,74.0,141.0,0,10.81,0,0.1,53629.73746,5126946.0,0.784,14.0
Slovakia,2006,0.0,74.3,138.0,0,10.28,0,0.1,53629.73746,5129369.0,0.793,14.3
Slovakia,2007,0.0,74.4,14.0,0,10.58,0,0.1,53629.73746,5132660.0,0.802,14.5
Slovakia,2008,591.0,74.7,136.0,0,11.37,0,0.1,53629.73746,5137067.0,0.813,14.8
Slovakia,2009,601.0,75.0,131.0,0,10.63,0,0.1,53629.73746,5141744.0,0.82,14.9
Slovakia,2010,631.0,75.1,124.0,0,10.13,0,0.1,53629.73746,5147562.0,0.822,15.0
Slovakia,2012,571.0,75.8,118.0,0,10.12,0,0.1,53629.73746,5116922.0,0.835,15.0
Slovakia,2013,616.0,76.1,114.0,0,9.89,0,0.1,53629.73746,5122209.0,0.838,15.0
Slovakia,2014,554.0,76.4,113.0,0,10.6,0,0.1,53629.73746,5129686.0,0.841,15.1
Slovenia,2000,588.0,76.0,122.0,0,11.9,0,0.1,1227.73677,1988925.0,0.818,14.6
Slovenia,2001,581.0,76.2,124.0,0,10.8,0,0.1,1479.29634,19926.0,0.824,14.7
Slovenia,2002,540.0,76.6,117.0,0,9.29,0,0.1,11814.9994,199453.0,0.835,15.6
Slovenia,2003,562.0,76.5,119.0,0,11.58,0,0.1,1488.47154,1995733.0,0.843,16.1
Slovenia,2004,512.0,77.2,113.0,0,10.0,0,0.1,1726.9151,199712.0,0.85,16.6
Slovenia,2005,503.0,77.5,14.0,0,11.14,0,0.1,18169.1891,2474.0,0.853,16.3
Slovenia,2006,529.0,78.1,17.0,0,12.26,0,0.1,19726.1265,26868.0,0.858,16.7
Slovenia,2007,434.0,78.3,12.0,0,11.02,0,0.1,23841.31792,218122.0,0.865,16.8
Slovenia,2008,408.0,78.9,96.0,0,10.94,0,0.1,2751.8127,221316.0,0.869,16.9
Slovenia,2009,447.0,79.1,9.0,0,10.52,0,0.1,24633.79785,239669.0,0.873,16.9
Slovenia,2010,414.0,79.5,87.0,0,10.32,0,0.1,23437.4722,248583.0,0.872,16.9
Slovenia,2011,435.0,79.8,84.0,0,10.61,0,0.1,24985.24827,252843.0,0.876,17.0
Slovenia,2012,440.0,82.0,81.0,0,10.95,0,0.1,22486.47167,257159.0,0.877,16.8
Slovenia,2013,446.0,85.0,78.0,0,9.53,0,0.1,2315.31799,259953.0,0.878,16.8
Slovenia,2014,388.0,87.0,76.0,0,10.46,0,0.1,242.67286,26198.0,0.888,17.6
Slovenia,2015,422.0,88.0,74.0,0,10.46,0,0.1,2729.86383,263531.0,0.888,17.3
South Africa,2000,267.0,57.3,397.0,51,7.3,73,21.3,337.2253,44896856.0,0.635,13.0
South Africa,2001,384.0,56.0,429.0,52,7.38,76,24.0,2681.781,45312937.0,0.629,13.0
South Africa,2002,236.0,54.9,459.0,54,7.04,79,26.6,2518.398261,45855482.88,0.62,12.9
South Africa,2003,256.0,54.0,485.0,55,6.93,82,28.9,3775.68275,46418193.9,0.613,12.9
South Africa,2004,383.0,53.7,497.0,55,6.96,83,29.7,4863.51688,4717.99,0.611,12.9
South Africa,2005,458.0,53.8,498.0,55,8.69,84,29.5,5414.634326,476667.24,0.609,12.9
South Africa,2006,514.0,54.0,496.0,54,8.5,82,28.1,5631.73485,4823384.48,0.609,12.9
South Africa,2007,417.0,54.5,486.0,51,8.48,79,26.4,6125.39984,48883844.99,0.612,12.9
South Africa,2008,441.0,55.3,473.0,50,8.19,75,23.5,5786.59972,49557573.3,0.616,12.9
South Africa,2009,372.0,56.5,449.0,46,7.6,70,19.0,5888.6284,5255813.11,0.622,12.8
South Africa,2010,393.0,58.0,428.0,43,7.28,62,11.0,7362.76139,5979432.36,0.63,12.8
South Africa,2011,358.0,58.9,413.0,43,7.38,58,8.5,849.954224,51729345.36,0.638,12.8
South Africa,2012,487.0,59.2,48.0,43,7.38,56,7.6,7548.163698,5256515.8,0.644,12.8
South Africa,2013,587.0,69.0,371.0,43,7.34,54,4.5,6876.953821,53311955.61,0.652,12.8
South Africa,2014,580.0,62.0,347.0,42,7.38,52,3.7,6479.625659,54146734.74,0.66,13.0
South Africa,2015,482.0,62.9,328.0,42,7.38,52,3.6,5769.77258,5511976.68,0.665,13.0
Spain,2000,3394.0,79.1,86.0,2,11.12,2,0.1,14676.769,4567864.0,0.82,15.7
Spain,2001,3189.0,79.4,84.0,2,9.86,2,0.1,15323.6114,485412.0,0.825,15.7
Spain,2002,3372.0,79.5,83.0,2,12.26,2,0.1,1719.53541,41431558.0,0.828,15.7
Spain,2003,3478.0,79.4,83.0,2,12.09,2,0.1,21495.7741,42187645.0,0.83,15.6
Spain,2004,3508.0,81.0,79.0,2,11.96,2,0.1,24918.64584,42921895.0,0.833,15.6
Spain,2005,3399.0,81.0,77.0,2,11.92,2,0.1,2651.71745,43653155.0,0.837,15.8
Spain,2006,3247.0,88.0,73.0,2,11.86,2,0.1,28482.6948,44397319.0,0.844,15.9
Spain,2007,3264.0,89.0,72.0,2,11.05,2,0.1,3279.414,4522683.0,0.849,16.0
Spain,2008,3457.0,81.3,7.0,2,10.24,2,0.1,35578.73619,4595416.0,0.854,16.1
Spain,2009,3429.0,81.6,66.0,2,9.99,2,0.1,32333.4661,46362946.0,0.858,16.3
Spain,2010,3158.0,81.9,64.0,1,9.78,2,0.1,3736.228,46576897.0,0.86,16.4
Spain,2011,3180.0,82.1,63.0,1,9.62,2,0.1,31834.21816,46742697.0,0.867,16.9
Spain,2012,3539.0,82.0,61.0,1,9.35,2,0.1,28562.29324,4677355.0,0.871,17.2
Spain,2013,3873.0,82.4,6.0,1,9.25,2,0.1,2921.9342,466245.0,0.874,17.5
Spain,2014,3911.0,82.6,58.0,1,0.01,1,0.1,296.47225,4648882.0,0.877,17.6
Spain,2015,3604.0,82.8,56.0,1,0.01,1,0.1,25683.84565,46447697.0,0.882,17.7
Sri Lanka,2000,5252.0,71.5,175.0,5,1.45,6,0.1,875.412178,18655.0,0.677,12.4
Sri Lanka,2001,4590.0,72.7,16.0,5,1.68,6,0.1,837.699787,18797.0,0.686,12.5
Sri Lanka,2002,4382.0,73.7,149.0,5,1.62,5,0.1,873.1472436,18939.0,0.699,12.6
Sri Lanka,2003,4467.0,73.9,146.0,5,1.69,5,0.1,989.4547732,1983.0,0.697,12.7
Sri Lanka,2006,4015.0,73.8,145.0,4,1.96,5,0.1,1448.7611,1952.0,0.718,13.1
Suriname,2000,52.0,67.4,224.0,0,4.29,0,0.4,1888.61829,47239.0,0.0,11.1
Suriname,2001,72.0,67.7,219.0,0,4.23,0,1.8,1598.77512,47774.0,0.0,11.0
Suriname,2002,69.0,67.9,221.0,0,4.41,0,1.6,2232.513244,48344.0,0.0,11.0
Suriname,2003,77.0,68.0,223.0,0,4.53,0,1.0,263.1399,488332.0,0.0,10.9
Suriname,2004,67.0,68.3,214.0,0,4.55,0,0.9,36.48773,49363.0,0.0,11.1
Suriname,2005,72.0,68.9,25.0,0,4.47,0,0.6,3595.8855,498946.0,0.672,11.3
Suriname,2006,112.0,69.3,199.0,0,4.52,0,0.6,527.92,5437.0,0.678,11.5
Suriname,2007,119.0,69.5,22.0,0,4.72,0,0.8,5761.39536,5975.0,0.684,11.7
Suriname,2008,147.0,69.8,196.0,0,4.94,0,1.2,6858.163158,515148.0,0.691,11.9
Suriname,2009,131.0,70.0,196.0,0,5.13,0,0.6,7443.85178,52619.0,0.696,12.1
Suriname,2010,136.0,73.0,19.0,0,5.26,0,0.5,833.31332,52613.0,0.7,12.3
Suriname,2011,127.0,76.0,187.0,0,5.64,0,0.1,8318.97692,531589.0,0.704,12.5
Suriname,2012,133.0,71.3,178.0,0,5.73,0,0.9,9272.413453,53777.0,0.708,12.7
Suriname,2013,131.0,71.2,179.0,0,6.02,0,0.4,9484.56898,54254.0,0.719,12.7
Suriname,2014,128.0,71.4,178.0,0,6.32,0,0.4,9564.46383,547928.0,0.722,12.7
Sweden,2000,1131.0,79.6,73.0,0,6.2,0,0.1,29283.55,887219.0,0.873,15.9
Sweden,2001,1197.0,79.8,73.0,0,6.6,0,0.1,26969.24457,889596.0,0.877,15.9
Sweden,2002,1180.0,79.9,71.0,0,6.9,0,0.1,29571.7446,8924958.0,0.88,15.9
Sweden,2003,1112.0,82.0,69.0,0,6.9,0,0.1,36961.42537,8958229.0,0.882,15.9
Sweden,2004,1155.0,83.0,7.0,0,6.6,0,0.1,42442.2245,8993531.0,0.888,16.0
Sweden,2005,1219.0,85.0,66.0,0,6.5,0,0.1,4385.35315,929572.0,0.89,16.0
Sweden,2006,1197.0,88.0,64.0,0,6.5,0,0.1,46256.4716,9855.0,0.892,15.9
Sweden,2007,1126.0,89.0,63.0,0,6.9,0,0.1,53324.37937,914892.0,0.895,15.8
Sweden,2008,1170.0,81.1,62.0,0,6.9,0,0.1,55746.84238,9219637.0,0.897,15.7
Sweden,2009,1242.0,81.4,62.0,0,7.3,0,0.1,4627.592,9298515.0,0.898,15.8
Sweden,2010,1141.0,81.5,58.0,0,7.2,0,0.1,5276.25591,9378126.0,0.895,15.8
Sweden,2011,1112.0,81.7,58.0,0,7.4,0,0.1,59593.28711,9449213.0,0.901,16.0
Sweden,2012,1154.0,81.7,57.0,0,7.4,0,0.1,57134.777,9519374.0,0.903,15.8
Sweden,2013,1230.0,81.9,57.0,0,7.3,0,0.1,6283.24522,96379.0,0.904,15.8
Sweden,2014,1148.0,82.3,54.0,0,7.3,0,0.1,5918.19898,969611.0,0.906,15.8
Sweden,2015,1182.0,82.4,53.0,0,7.3,0,0.1,5585.25847,9799186.0,0.909,15.9
Switzerland,2000,1380.0,79.7,78.0,0,11.26,0,0.1,37813.23426,718425.0,0.879,15.1
Switzerland,2001,1338.0,82.0,75.0,0,11.12,0,0.1,38538.64447,7229854.0,0.888,15.2
Switzerland,2002,1446.0,84.0,74.0,0,10.85,0,0.1,41336.72192,7284753.0,0.89,15.2
Switzerland,2003,1269.0,85.0,72.0,0,10.82,0,0.1,4796.56497,73391.0,0.889,15.0
Switzerland,2004,1284.0,81.0,69.0,0,10.55,0,0.1,53255.97631,7389625.0,0.895,15.1
Switzerland,2005,1299.0,81.1,66.0,0,10.15,0,0.1,54797.54663,7437115.0,0.899,15.2
Switzerland,2006,1309.0,81.5,65.0,0,10.24,0,0.1,57348.92788,7483934.0,0.904,15.2
Switzerland,2007,1360.0,81.7,63.0,0,10.44,0,0.1,63223.46778,7551117.0,0.911,15.3
Switzerland,2008,1314.0,82.0,6.0,0,10.29,0,0.1,72119.5687,7647675.0,0.914,15.3
Switzerland,2009,1105.0,82.1,6.0,0,10.15,0,0.1,69672.471,7743831.0,0.916,15.3
Switzerland,2010,1006.0,82.3,57.0,0,10.01,0,0.1,74276.71842,782499.0,0.92,15.4
Switzerland,2011,1034.0,82.6,55.0,0,9.99,0,0.1,87998.44468,7912398.0,0.932,15.6
Switzerland,2012,1038.0,82.7,54.0,0,9.86,0,0.1,83164.38795,7996861.0,0.932,15.7
Switzerland,2013,1071.0,83.0,52.0,0,9.73,0,0.1,84658.88768,889346.0,0.934,15.8
Switzerland,2014,1032.0,83.2,51.0,0,9.61,0,0.1,85814.58857,8188649.0,0.936,15.9
Switzerland,2015,1073.0,83.4,49.0,0,9.61,0,0.1,8989.8424,8282396.0,0.938,16.0
Syrian Arab Republic,2000,23.0,72.6,136.0,10,1.41,12,0.1,1177.629268,1641848.0,0.588,10.0
Syrian Arab Republic,2001,11.0,72.7,135.0,10,1.29,11,0.1,1258.421953,16766899.0,0.589,10.1
Syrian Arab Republic,2002,30.0,72.8,135.0,9,1.25,11,0.1,1263.13455,178791.0,0.596,10.2
Syrian Arab Republic,2003,26.0,73.0,134.0,9,1.29,11,0.1,1253.39143,17415266.0,0.599,10.3
Syrian Arab Republic,2004,29.0,73.2,131.0,9,0.93,10,0.1,148.852738,1786638.0,0.61,10.6
Syrian Arab Republic,2005,23.0,73.5,127.0,9,0.92,10,0.1,1577.457182,18294611.0,0.624,11.0
Syrian Arab Republic,2006,27.0,73.7,123.0,8,0.97,10,0.1,1762.24617,18914977.0,0.636,11.4
Syrian Arab Republic,2007,29.0,73.8,121.0,8,0.83,9,0.1,258.3529,1963286.0,0.644,11.5
Syrian Arab Republic,2008,34.0,73.8,122.0,8,0.8,9,0.1,258.3529,2325443.0,0.651,11.6
Syrian Arab Republic,2009,21.0,73.8,124.0,7,0.81,9,0.1,258.3529,2824893.0,0.648,11.8
Syrian Arab Republic,2010,32.0,73.7,127.0,7,0.78,9,0.1,258.3529,2118834.0,0.65,11.7
Tajikistan,2000,177.0,63.7,198.0,14,0.37,17,0.3,138.436633,621625.0,0.529,9.6
Tajikistan,2001,163.0,64.0,194.0,13,0.86,16,0.3,17.8159721,6327125.0,0.535,9.7
Tajikistan,2002,141.0,64.3,193.0,12,0.6,15,0.3,189.3878519,6447688.0,0.543,9.8
Tajikistan,2003,169.0,65.2,182.0,11,0.36,14,0.3,236.314438,6576877.0,0.553,10.1
Tajikistan,2004,172.0,65.9,177.0,11,0.38,13,0.3,39.281834,6712841.0,0.563,10.5
Tajikistan,2005,187.0,65.5,194.0,10,0.37,12,0.3,337.359236,6854176.0,0.572,10.6
Thailand,2000,5182.0,71.1,194.0,18,5.88,21,0.8,27.564826,6295821.0,0.64,10.9
Thailand,2002,4902.0,71.4,192.0,16,5.93,19,0.7,296.54617,6473164.0,0.657,11.5
Thailand,2003,4484.0,71.7,189.0,15,6.14,18,0.6,2358.93629,64554952.0,0.666,11.8
Thailand,2004,4296.0,71.6,189.0,14,6.17,16,0.5,2659.83918,652231.0,0.674,11.9
Thailand,2005,3937.0,72.5,177.0,13,6.26,15,0.5,2893.651356,6542547.0,0.682,12.0
Thailand,2006,3608.0,73.0,168.0,13,6.18,15,0.5,3368.952576,65824164.0,0.686,12.4
Thailand,2007,3754.0,73.3,165.0,12,6.2,14,0.4,3972.26475,66195615.0,0.687,12.3
Thailand,2008,3778.0,73.5,162.0,11,5.92,13,0.3,4378.68746,6654576.0,0.7,12.9
Thailand,2009,3787.0,73.7,16.0,11,5.88,12,0.3,4212.5492,66881867.0,0.706,13.0
Thailand,2010,3761.0,73.9,158.0,10,5.95,12,0.2,575.32176,672888.0,0.711,13.1
Thailand,2011,3873.0,74.1,155.0,10,6.07,11,0.2,5491.159981,675313.0,0.72,13.3
Thailand,2012,3985.0,74.3,154.0,9,6.56,11,0.1,5859.915622,67843979.0,0.729,13.7
Thailand,2013,3961.0,74.5,153.0,9,6.5,10,0.1,6171.262444,6814365.0,0.733,13.6
Thailand,2014,3952.0,74.6,152.0,8,6.41,10,0.1,5941.8471,68416772.0,0.737,13.6
Thailand,2015,4205.0,74.9,148.0,8,6.41,9,0.1,5814.863134,686576.0,0.738,13.6
Trinidad and Tobago,2000,166.0,69.1,197.0,0,4.68,1,0.9,643.947262,1267984.0,0.709,11.7
Trinidad and Tobago,2001,179.0,69.1,194.0,0,4.55,1,1.2,6935.721451,127238.0,0.715,11.8
Trinidad and Tobago,2002,156.0,69.2,192.0,0,5.12,1,2.0,749.626612,1277837.0,0.721,11.9
Trinidad and Tobago,2003,144.0,69.3,191.0,0,5.53,1,0.5,884.518666,128452.0,0.729,12.0
Trinidad and Tobago,2004,168.0,69.4,19.0,0,5.82,0,1.0,129.51914,129535.0,0.736,12.2
Trinidad and Tobago,2005,136.0,69.5,189.0,0,6.12,0,0.5,12323.1275,1296934.0,0.745,12.3
Trinidad and Tobago,2006,141.0,69.6,188.0,0,6.35,0,0.6,1495.96337,133144.0,0.751,12.3
Trinidad and Tobago,2007,131.0,69.7,187.0,0,6.37,0,0.7,1653.1844,13926.0,0.76,12.4
Trinidad and Tobago,2008,199.0,69.9,185.0,0,6.41,0,0.3,21188.11857,1315372.0,0.767,12.4
Trinidad and Tobago,2009,128.0,71.0,183.0,0,6.37,0,0.2,1458.8796,1321618.0,0.773,12.5
Trinidad and Tobago,2010,160.0,74.0,179.0,0,6.5,0,0.4,16683.94578,13281.0,0.772,12.5
Trinidad and Tobago,2011,139.0,76.0,176.0,0,6.5,0,0.4,1953.9767,1334788.0,0.774,12.6
Tunisia,2009,22.0,74.7,12.0,3,1.4,3,0.1,4129.977335,1521834.0,0.706,14.4
Tunisia,2013,10.0,74.9,13.0,3,1.29,3,0.1,4199.47253,1114558.0,0.72,14.7
Turkey,2009,1050.0,73.9,118.0,23,1.4,27,0.1,936.499911,71339185.0,0.709,12.5
Turkey,2010,1524.0,74.2,116.0,21,1.49,25,0.1,1672.5693,72326914.0,0.715,13.0
Turkey,2011,1148.0,74.5,114.0,20,1.53,23,0.1,11341.13395,7349455.0,0.737,13.8
Turkey,2012,1450.0,74.8,112.0,19,1.54,22,0.1,1172.3843,74569867.0,0.75,14.3
Turkey,2013,1810.0,75.2,19.0,17,1.41,20,0.1,12542.93565,75787333.0,0.754,14.4
Turkey,2014,1617.0,75.5,17.0,16,1.45,19,0.1,12127.22522,773628.0,0.759,14.5
Turkey,2015,1532.0,75.8,16.0,15,1.45,18,0.1,1979.52569,78271472.0,0.764,14.5
